,quotedate,expiration,strike,impliedvol,delta
46353,2020-01-10,2020-02-07,313.0,0.1535,-0.1607
46355,2020-01-10,2020-02-07,314.0,0.15,-0.1746
46357,2020-01-10,2020-02-07,315.0,0.1465,-0.1899
46359,2020-01-10,2020-02-07,316.0,0.1433,-0.2072
46361,2020-01-10,2020-02-07,317.0,0.1394,-0.2251
46363,2020-01-10,2020-02-07,317.5,0.1381,-0.2357
46365,2020-01-10,2020-02-07,318.0,0.136,-0.2456
46367,2020-01-10,2020-02-07,319.0,0.1326,-0.2681
46369,2020-01-10,2020-02-07,320.0,0.1289,-0.2924
46371,2020-01-10,2020-02-07,321.0,0.1248,-0.3185
46373,2020-01-10,2020-02-07,322.0,0.1209,-0.3475
46375,2020-01-10,2020-02-07,322.5,0.11900000000000001,-0.3631
46377,2020-01-10,2020-02-07,323.0,0.11699999999999999,-0.3793
46379,2020-01-10,2020-02-07,324.0,0.113,-0.4141
46381,2020-01-10,2020-02-07,325.0,0.1092,-0.4521
46383,2020-01-10,2020-02-07,326.0,0.1053,-0.4931
46385,2020-01-10,2020-02-07,327.0,0.1015,-0.5372
46387,2020-01-10,2020-02-07,327.5,0.1001,-0.56
46389,2020-01-10,2020-02-07,328.0,0.0981,-0.5837
46391,2020-01-10,2020-02-07,329.0,0.0949,-0.6318
46393,2020-01-10,2020-02-07,330.0,0.0917,-0.6809
46395,2020-01-10,2020-02-07,331.0,0.0892,-0.7284
46397,2020-01-10,2020-02-07,332.0,0.0875,-0.7722
46399,2020-01-10,2020-02-07,332.5,0.0866,-0.7932
46401,2020-01-10,2020-02-07,333.0,0.0862,-0.8119
46403,2020-01-10,2020-02-07,334.0,0.0863,-0.8439
46405,2020-01-10,2020-02-07,335.0,0.0882,-0.867
46407,2020-01-10,2020-02-07,336.0,0.0912,-0.8838
46409,2020-01-10,2020-02-07,337.0,0.0967,-0.8919
46411,2020-01-10,2020-02-07,337.5,0.0995,-0.8954
46413,2020-01-10,2020-02-07,338.0,0.1032,-0.8965
46415,2020-01-10,2020-02-07,339.0,0.1091,-0.9017
46417,2020-01-10,2020-02-07,340.0,0.1151,-0.9058
46419,2020-01-10,2020-02-07,341.0,0.1211,-0.9094
46421,2020-01-10,2020-02-07,342.0,0.127,-0.9127
46423,2020-01-10,2020-02-07,342.5,0.13,-0.9141
46425,2020-01-10,2020-02-07,343.0,0.1329,-0.9156
46427,2020-01-10,2020-02-07,344.0,0.139,-0.9178
46429,2020-01-10,2020-02-07,345.0,0.1447,-0.9203
46431,2020-01-10,2020-02-07,346.0,0.1504,-0.9226
46433,2020-01-10,2020-02-07,347.0,0.156,-0.9247
46435,2020-01-10,2020-02-07,347.5,0.1588,-0.9257
46437,2020-01-10,2020-02-07,348.0,0.1616,-0.9267
46439,2020-01-10,2020-02-07,349.0,0.1671,-0.9285
46441,2020-01-10,2020-02-07,350.0,0.1723,-0.9305
46443,2020-01-10,2020-02-07,351.0,0.1779,-0.9319
46445,2020-01-10,2020-02-07,352.0,0.1833,-0.9334
46447,2020-01-10,2020-02-07,352.5,0.18600000000000003,-0.9341
46449,2020-01-10,2020-02-07,353.0,0.1887,-0.9347
46451,2020-01-10,2020-02-07,354.0,0.19399999999999998,-0.9359999999999999
46453,2020-01-10,2020-02-07,355.0,0.1996,-0.9369
46455,2020-01-10,2020-02-07,357.5,0.2121,-0.9403
46457,2020-01-10,2020-02-07,360.0,0.2249,-0.9427
46459,2020-01-10,2020-02-07,362.5,0.2374,-0.945
54073,2020-01-13,2020-02-10,290.0,0.2225,-0.0194
54075,2020-01-13,2020-02-10,295.0,0.2058,-0.0271
54077,2020-01-13,2020-02-10,296.0,0.2037,-0.0298
54079,2020-01-13,2020-02-10,297.0,0.2013,-0.0326
54081,2020-01-13,2020-02-10,298.0,0.1972,-0.0344
54083,2020-01-13,2020-02-10,299.0,0.1943,-0.0373
54085,2020-01-13,2020-02-10,300.0,0.1912,-0.0403
54087,2020-01-13,2020-02-10,301.0,0.1891,-0.0444
54089,2020-01-13,2020-02-10,302.0,0.1855,-0.0477
54091,2020-01-13,2020-02-10,303.0,0.1828,-0.052000000000000005
54093,2020-01-13,2020-02-10,304.0,0.1797,-0.0564
54095,2020-01-13,2020-02-10,305.0,0.1769,-0.0615
54097,2020-01-13,2020-02-10,306.0,0.1738,-0.0668
54099,2020-01-13,2020-02-10,307.0,0.1708,-0.0727
54101,2020-01-13,2020-02-10,308.0,0.1683,-0.0798
54103,2020-01-13,2020-02-10,309.0,0.165,-0.0866
54105,2020-01-13,2020-02-10,310.0,0.1621,-0.0947
54107,2020-01-13,2020-02-10,311.0,0.1587,-0.1029
54109,2020-01-13,2020-02-10,312.0,0.156,-0.1129
54111,2020-01-13,2020-02-10,313.0,0.1528,-0.1231
54113,2020-01-13,2020-02-10,314.0,0.1495,-0.1343
54115,2020-01-13,2020-02-10,315.0,0.1463,-0.1469
54117,2020-01-13,2020-02-10,316.0,0.1429,-0.1604
54119,2020-01-13,2020-02-10,317.0,0.1394,-0.1751
54121,2020-01-13,2020-02-10,318.0,0.1359,-0.1915
54123,2020-01-13,2020-02-10,319.0,0.1325,-0.2097
54125,2020-01-13,2020-02-10,320.0,0.1289,-0.2296
54127,2020-01-13,2020-02-10,321.0,0.1253,-0.2516
54129,2020-01-13,2020-02-10,322.0,0.1214,-0.2755
54131,2020-01-13,2020-02-10,323.0,0.1176,-0.3022
54133,2020-01-13,2020-02-10,324.0,0.1138,-0.3317
54135,2020-01-13,2020-02-10,325.0,0.1099,-0.3643
54137,2020-01-13,2020-02-10,326.0,0.106,-0.4002
54139,2020-01-13,2020-02-10,327.0,0.102,-0.4396
54141,2020-01-13,2020-02-10,328.0,0.0982,-0.4828
54143,2020-01-13,2020-02-10,329.0,0.0944,-0.5295
54145,2020-01-13,2020-02-10,330.0,0.0907,-0.5794
54147,2020-01-13,2020-02-10,331.0,0.0873,-0.6314
54149,2020-01-13,2020-02-10,332.0,0.0842,-0.6843
54151,2020-01-13,2020-02-10,333.0,0.0816,-0.7358
54153,2020-01-13,2020-02-10,334.0,0.0792,-0.7847
54155,2020-01-13,2020-02-10,335.0,0.0764,-0.8317
54157,2020-01-13,2020-02-10,336.0,0.0756,-0.8676
54159,2020-01-13,2020-02-10,337.0,0.076,-0.8946
54161,2020-01-13,2020-02-10,338.0,0.0784,-0.9115
54163,2020-01-13,2020-02-10,339.0,0.0834,-0.9188
54165,2020-01-13,2020-02-10,340.0,0.0892,-0.9229
54167,2020-01-13,2020-02-10,341.0,0.0949,-0.9266
54169,2020-01-13,2020-02-10,342.0,0.1006,-0.9297
54171,2020-01-13,2020-02-10,343.0,0.1062,-0.9324
54173,2020-01-13,2020-02-10,344.0,0.1117,-0.935
54175,2020-01-13,2020-02-10,345.0,0.1171,-0.9374
54177,2020-01-13,2020-02-10,346.0,0.1225,-0.9395
54179,2020-01-13,2020-02-10,347.0,0.1279,-0.9413
54181,2020-01-13,2020-02-10,348.0,0.1332,-0.943
54183,2020-01-13,2020-02-10,349.0,0.1384,-0.9447
54185,2020-01-13,2020-02-10,350.0,0.1437,-0.9461
54187,2020-01-13,2020-02-10,351.0,0.1489,-0.9474
54189,2020-01-13,2020-02-10,352.0,0.154,-0.9487
54191,2020-01-13,2020-02-10,353.0,0.1591,-0.9499
54193,2020-01-13,2020-02-10,354.0,0.1641,-0.951
54195,2020-01-13,2020-02-10,355.0,0.1691,-0.9521
61933,2020-01-14,2020-02-14,270.0,0.2804,-0.0073
61935,2020-01-14,2020-02-14,275.0,0.2656,-0.0098
61937,2020-01-14,2020-02-14,280.0,0.2517,-0.0135
61939,2020-01-14,2020-02-14,282.5,0.2449,-0.016
61941,2020-01-14,2020-02-14,285.0,0.2372,-0.0186
61943,2020-01-14,2020-02-14,287.5,0.2287,-0.0214
61945,2020-01-14,2020-02-14,290.0,0.2215,-0.0253
61947,2020-01-14,2020-02-14,292.5,0.2133,-0.0296
61949,2020-01-14,2020-02-14,294.0,0.2097,-0.0333
61951,2020-01-14,2020-02-14,295.0,0.207,-0.0359
61953,2020-01-14,2020-02-14,296.0,0.2042,-0.0387
61955,2020-01-14,2020-02-14,297.0,0.201,-0.0413
61957,2020-01-14,2020-02-14,297.5,0.1994,-0.0427
61959,2020-01-14,2020-02-14,298.0,0.1978,-0.0442
61961,2020-01-14,2020-02-14,299.0,0.1953,-0.0479
61963,2020-01-14,2020-02-14,300.0,0.1927,-0.0519
61965,2020-01-14,2020-02-14,301.0,0.1898,-0.0559
61967,2020-01-14,2020-02-14,302.0,0.1866,-0.06
61969,2020-01-14,2020-02-14,302.5,0.1854,-0.0626
61971,2020-01-14,2020-02-14,303.0,0.1837,-0.0648
61973,2020-01-14,2020-02-14,304.0,0.1813,-0.0705
61975,2020-01-14,2020-02-14,305.0,0.1782,-0.0759
61977,2020-01-14,2020-02-14,306.0,0.1749,-0.0816
61979,2020-01-14,2020-02-14,307.0,0.1723,-0.0887
61981,2020-01-14,2020-02-14,307.5,0.1707,-0.0921
61983,2020-01-14,2020-02-14,308.0,0.1694,-0.096
61985,2020-01-14,2020-02-14,309.0,0.1665,-0.10400000000000001
61987,2020-01-14,2020-02-14,310.0,0.1638,-0.113
61989,2020-01-14,2020-02-14,311.0,0.1607,-0.1223
61991,2020-01-14,2020-02-14,312.0,0.1578,-0.1328
61993,2020-01-14,2020-02-14,312.5,0.1562,-0.1381
61995,2020-01-14,2020-02-14,313.0,0.1546,-0.1437
61997,2020-01-14,2020-02-14,314.0,0.1516,-0.156
61999,2020-01-14,2020-02-14,315.0,0.1484,-0.1692
62001,2020-01-14,2020-02-14,316.0,0.1453,-0.1837
62003,2020-01-14,2020-02-14,317.0,0.1421,-0.1995
62005,2020-01-14,2020-02-14,317.5,0.1403,-0.2076
62007,2020-01-14,2020-02-14,318.0,0.1387,-0.2164
62009,2020-01-14,2020-02-14,319.0,0.1351,-0.2346
62011,2020-01-14,2020-02-14,320.0,0.1317,-0.255
62013,2020-01-14,2020-02-14,321.0,0.1279,-0.2767
62015,2020-01-14,2020-02-14,322.0,0.1245,-0.3011
62017,2020-01-14,2020-02-14,322.5,0.1225,-0.3137
62019,2020-01-14,2020-02-14,323.0,0.1205,-0.327
62021,2020-01-14,2020-02-14,324.0,0.1167,-0.3558
62023,2020-01-14,2020-02-14,325.0,0.1129,-0.3873
62025,2020-01-14,2020-02-14,326.0,0.109,-0.4216
62027,2020-01-14,2020-02-14,327.0,0.1052,-0.4591
62029,2020-01-14,2020-02-14,327.5,0.10300000000000001,-0.4789
62031,2020-01-14,2020-02-14,328.0,0.1011,-0.4996
62033,2020-01-14,2020-02-14,329.0,0.0973,-0.5432
62035,2020-01-14,2020-02-14,330.0,0.0938,-0.5894
62037,2020-01-14,2020-02-14,331.0,0.09,-0.638
62039,2020-01-14,2020-02-14,332.0,0.0867,-0.6873
62041,2020-01-14,2020-02-14,332.5,0.0849,-0.7124
62043,2020-01-14,2020-02-14,333.0,0.0832,-0.7373
62045,2020-01-14,2020-02-14,334.0,0.0801,-0.7853
62047,2020-01-14,2020-02-14,335.0,0.0775,-0.8293
62049,2020-01-14,2020-02-14,336.0,0.0744,-0.8709
62051,2020-01-14,2020-02-14,337.0,0.0723,-0.9043
62053,2020-01-14,2020-02-14,337.5,0.0718,-0.9173
62055,2020-01-14,2020-02-14,338.0,0.0712,-0.9294
62057,2020-01-14,2020-02-14,339.0,0.0727,-0.943
62059,2020-01-14,2020-02-14,340.0,0.0772,-0.9473
62061,2020-01-14,2020-02-14,341.0,0.0827,-0.9488
62063,2020-01-14,2020-02-14,342.0,0.0877,-0.951
62065,2020-01-14,2020-02-14,342.5,0.0902,-0.9519
62067,2020-01-14,2020-02-14,343.0,0.0927,-0.9528
62069,2020-01-14,2020-02-14,344.0,0.0976,-0.9546
62071,2020-01-14,2020-02-14,345.0,0.1018,-0.9572
62073,2020-01-14,2020-02-14,346.0,0.1066,-0.9585
62075,2020-01-14,2020-02-14,347.0,0.1114,-0.9597
62077,2020-01-14,2020-02-14,347.5,0.1138,-0.9603
62079,2020-01-14,2020-02-14,348.0,0.1161,-0.9609
62081,2020-01-14,2020-02-14,349.0,0.1213,-0.9613
62083,2020-01-14,2020-02-14,350.0,0.126,-0.9623
62085,2020-01-14,2020-02-14,351.0,0.1307,-0.9631
62087,2020-01-14,2020-02-14,352.0,0.1354,-0.9639
62089,2020-01-14,2020-02-14,352.5,0.1377,-0.9643
62091,2020-01-14,2020-02-14,353.0,0.139,-0.9656
62093,2020-01-14,2020-02-14,354.0,0.1435,-0.9664
62095,2020-01-14,2020-02-14,355.0,0.1481,-0.9670000000000001
62097,2020-01-14,2020-02-14,357.5,0.1594,-0.9683
62099,2020-01-14,2020-02-14,360.0,0.1706,-0.9695
62101,2020-01-14,2020-02-14,362.5,0.1804,-0.9714
69643,2020-01-15,2020-02-14,270.0,0.28800000000000003,-0.0072
69645,2020-01-15,2020-02-14,275.0,0.2731,-0.0097
69647,2020-01-15,2020-02-14,280.0,0.2557,-0.0124
69649,2020-01-15,2020-02-14,282.5,0.2493,-0.0149
69651,2020-01-15,2020-02-14,285.0,0.2419,-0.0174
69653,2020-01-15,2020-02-14,287.5,0.2337,-0.0202
69655,2020-01-15,2020-02-14,290.0,0.2248,-0.0232
69657,2020-01-15,2020-02-14,292.5,0.2187,-0.0282
69659,2020-01-15,2020-02-14,294.0,0.2138,-0.031
69661,2020-01-15,2020-02-14,295.0,0.2112,-0.0335
69663,2020-01-15,2020-02-14,296.0,0.2071,-0.0352
69665,2020-01-15,2020-02-14,297.0,0.2042,-0.0379
69667,2020-01-15,2020-02-14,297.5,0.2028,-0.0394
69669,2020-01-15,2020-02-14,298.0,0.2012,-0.0408
69671,2020-01-15,2020-02-14,299.0,0.19899999999999998,-0.0444
69673,2020-01-15,2020-02-14,300.0,0.1955,-0.0474
69675,2020-01-15,2020-02-14,301.0,0.1929,-0.0514
69677,2020-01-15,2020-02-14,302.0,0.19,-0.0555
69679,2020-01-15,2020-02-14,302.5,0.1879,-0.057
69681,2020-01-15,2020-02-14,303.0,0.1868,-0.0596
69683,2020-01-15,2020-02-14,304.0,0.1843,-0.0649
69685,2020-01-15,2020-02-14,305.0,0.1806,-0.0693
69687,2020-01-15,2020-02-14,306.0,0.1783,-0.0757
69689,2020-01-15,2020-02-14,307.0,0.175,-0.0815
69691,2020-01-15,2020-02-14,307.5,0.1735,-0.0848
69693,2020-01-15,2020-02-14,308.0,0.172,-0.0882
69695,2020-01-15,2020-02-14,309.0,0.1688,-0.0953
69697,2020-01-15,2020-02-14,310.0,0.1659,-0.1034
69699,2020-01-15,2020-02-14,311.0,0.1629,-0.1122
69701,2020-01-15,2020-02-14,312.0,0.1596,-0.1214
69703,2020-01-15,2020-02-14,312.5,0.1582,-0.1267
69705,2020-01-15,2020-02-14,313.0,0.1567,-0.132
69707,2020-01-15,2020-02-14,314.0,0.1534,-0.1431
69709,2020-01-15,2020-02-14,315.0,0.15,-0.1551
69711,2020-01-15,2020-02-14,316.0,0.1466,-0.1682
69713,2020-01-15,2020-02-14,317.0,0.1432,-0.1827
69715,2020-01-15,2020-02-14,317.5,0.1415,-0.1904
69717,2020-01-15,2020-02-14,318.0,0.1398,-0.1985
69719,2020-01-15,2020-02-14,319.0,0.1363,-0.2158
69721,2020-01-15,2020-02-14,320.0,0.1327,-0.2347
69723,2020-01-15,2020-02-14,321.0,0.1292,-0.2556
69725,2020-01-15,2020-02-14,322.0,0.1255,-0.2784
69727,2020-01-15,2020-02-14,322.5,0.1236,-0.2905
69729,2020-01-15,2020-02-14,323.0,0.1218,-0.3034
69731,2020-01-15,2020-02-14,324.0,0.11800000000000001,-0.3308
69733,2020-01-15,2020-02-14,325.0,0.1143,-0.361
69735,2020-01-15,2020-02-14,326.0,0.1105,-0.39399999999999996
69737,2020-01-15,2020-02-14,327.0,0.1068,-0.4302
69739,2020-01-15,2020-02-14,327.5,0.1051,-0.4495
69741,2020-01-15,2020-02-14,328.0,0.1033,-0.4694
69743,2020-01-15,2020-02-14,329.0,0.0998,-0.5117
69745,2020-01-15,2020-02-14,330.0,0.0964,-0.5566
69747,2020-01-15,2020-02-14,331.0,0.0932,-0.6036
69749,2020-01-15,2020-02-14,332.0,0.0904,-0.6514
69751,2020-01-15,2020-02-14,332.5,0.08900000000000001,-0.6756
69753,2020-01-15,2020-02-14,333.0,0.0879,-0.6990000000000001
69755,2020-01-15,2020-02-14,334.0,0.0856,-0.7453
69757,2020-01-15,2020-02-14,335.0,0.0838,-0.7882
69759,2020-01-15,2020-02-14,336.0,0.0825,-0.8266
69761,2020-01-15,2020-02-14,337.0,0.0821,-0.8583
69763,2020-01-15,2020-02-14,337.5,0.0815,-0.8739
69765,2020-01-15,2020-02-14,338.0,0.0817,-0.8861
69767,2020-01-15,2020-02-14,339.0,0.0845,-0.9012
69769,2020-01-15,2020-02-14,340.0,0.08900000000000001,-0.9097
69771,2020-01-15,2020-02-14,341.0,0.0943,-0.9149
69773,2020-01-15,2020-02-14,342.0,0.0996,-0.9194
69775,2020-01-15,2020-02-14,342.5,0.1024,-0.9209999999999999
69777,2020-01-15,2020-02-14,343.0,0.1055,-0.922
69779,2020-01-15,2020-02-14,344.0,0.1105,-0.9259
69781,2020-01-15,2020-02-14,345.0,0.11599999999999999,-0.9284
69783,2020-01-15,2020-02-14,346.0,0.1213,-0.9309
69785,2020-01-15,2020-02-14,347.0,0.1267,-0.9329
69787,2020-01-15,2020-02-14,347.5,0.1293,-0.934
69789,2020-01-15,2020-02-14,348.0,0.1319,-0.935
69791,2020-01-15,2020-02-14,349.0,0.1371,-0.9369
69793,2020-01-15,2020-02-14,350.0,0.1423,-0.9385
69795,2020-01-15,2020-02-14,351.0,0.1474,-0.9401
69797,2020-01-15,2020-02-14,352.0,0.1525,-0.9416
69799,2020-01-15,2020-02-14,352.5,0.1545,-0.9429
69801,2020-01-15,2020-02-14,353.0,0.157,-0.9436
69803,2020-01-15,2020-02-14,354.0,0.162,-0.9449
69805,2020-01-15,2020-02-14,355.0,0.16699999999999998,-0.946
69807,2020-01-15,2020-02-14,357.5,0.1792,-0.9487
69809,2020-01-15,2020-02-14,360.0,0.1913,-0.9509
69811,2020-01-15,2020-02-14,362.5,0.2025,-0.9535
77223,2020-01-16,2020-02-14,270.0,0.2976,-0.0061
77225,2020-01-16,2020-02-14,275.0,0.2841,-0.0084
77227,2020-01-16,2020-02-14,280.0,0.2678,-0.011000000000000001
77229,2020-01-16,2020-02-14,282.5,0.2588,-0.0124
77231,2020-01-16,2020-02-14,285.0,0.2495,-0.0139
77233,2020-01-16,2020-02-14,287.5,0.2424,-0.0165
77235,2020-01-16,2020-02-14,290.0,0.2368,-0.0202
77237,2020-01-16,2020-02-14,292.5,0.2277,-0.0231
77239,2020-01-16,2020-02-14,294.0,0.2235,-0.0257
77241,2020-01-16,2020-02-14,295.0,0.2216,-0.0281
77243,2020-01-16,2020-02-14,296.0,0.2179,-0.0297
77245,2020-01-16,2020-02-14,297.0,0.2155,-0.0322
77247,2020-01-16,2020-02-14,297.5,0.2142,-0.0335
77249,2020-01-16,2020-02-14,298.0,0.2114,-0.0338
77251,2020-01-16,2020-02-14,299.0,0.2086,-0.0365
77253,2020-01-16,2020-02-14,300.0,0.2056,-0.0392
77255,2020-01-16,2020-02-14,301.0,0.2024,-0.042
77257,2020-01-16,2020-02-14,302.0,0.2001,-0.0457
77259,2020-01-16,2020-02-14,302.5,0.1984,-0.0473
77261,2020-01-16,2020-02-14,303.0,0.1965,-0.0487
77263,2020-01-16,2020-02-14,304.0,0.1938,-0.0527
77265,2020-01-16,2020-02-14,305.0,0.1907,-0.0568
77267,2020-01-16,2020-02-14,306.0,0.1875,-0.0611
77269,2020-01-16,2020-02-14,307.0,0.1849,-0.0663
77271,2020-01-16,2020-02-14,307.5,0.1834,-0.069
77273,2020-01-16,2020-02-14,308.0,0.1819,-0.0717
77275,2020-01-16,2020-02-14,309.0,0.1787,-0.0773
77277,2020-01-16,2020-02-14,310.0,0.1753,-0.0832
77279,2020-01-16,2020-02-14,311.0,0.1722,-0.09
77281,2020-01-16,2020-02-14,312.0,0.1692,-0.0975
77283,2020-01-16,2020-02-14,312.5,0.1674,-0.1012
77285,2020-01-16,2020-02-14,313.0,0.1659,-0.1054
77287,2020-01-16,2020-02-14,314.0,0.1625,-0.1139
77289,2020-01-16,2020-02-14,315.0,0.1591,-0.1232
77291,2020-01-16,2020-02-14,316.0,0.1559,-0.1337
77293,2020-01-16,2020-02-14,317.0,0.1523,-0.1446
77295,2020-01-16,2020-02-14,317.5,0.1504,-0.1503
77297,2020-01-16,2020-02-14,318.0,0.1488,-0.1568
77299,2020-01-16,2020-02-14,319.0,0.1451,-0.1698
77301,2020-01-16,2020-02-14,320.0,0.1416,-0.1845
77303,2020-01-16,2020-02-14,321.0,0.138,-0.2006
77305,2020-01-16,2020-02-14,322.0,0.1345,-0.2185
77307,2020-01-16,2020-02-14,322.5,0.1325,-0.2277
77309,2020-01-16,2020-02-14,323.0,0.1306,-0.2376
77311,2020-01-16,2020-02-14,324.0,0.1269,-0.259
77313,2020-01-16,2020-02-14,325.0,0.1232,-0.2826
77315,2020-01-16,2020-02-14,326.0,0.1195,-0.3087
77317,2020-01-16,2020-02-14,327.0,0.1158,-0.3374
77319,2020-01-16,2020-02-14,327.5,0.1139,-0.3527
77321,2020-01-16,2020-02-14,328.0,0.11199999999999999,-0.3688
77323,2020-01-16,2020-02-14,329.0,0.1084,-0.4035
77325,2020-01-16,2020-02-14,330.0,0.1051,-0.4414
77327,2020-01-16,2020-02-14,331.0,0.102,-0.4823
77329,2020-01-16,2020-02-14,332.0,0.0992,-0.5256
77331,2020-01-16,2020-02-14,332.5,0.0979,-0.5479999999999999
77333,2020-01-16,2020-02-14,333.0,0.0968,-0.5706
77335,2020-01-16,2020-02-14,334.0,0.0946,-0.6166
77337,2020-01-16,2020-02-14,335.0,0.0929,-0.662
77339,2020-01-16,2020-02-14,336.0,0.0915,-0.7059
77341,2020-01-16,2020-02-14,337.0,0.0903,-0.7476
77343,2020-01-16,2020-02-14,337.5,0.0901,-0.7666
77345,2020-01-16,2020-02-14,338.0,0.0901,-0.7842
77347,2020-01-16,2020-02-14,339.0,0.0904,-0.8162
77349,2020-01-16,2020-02-14,340.0,0.0916,-0.8424
77351,2020-01-16,2020-02-14,341.0,0.0941,-0.8619
77353,2020-01-16,2020-02-14,342.0,0.0972,-0.8772
77355,2020-01-16,2020-02-14,342.5,0.0993,-0.8828
77357,2020-01-16,2020-02-14,343.0,0.1015,-0.8876
77359,2020-01-16,2020-02-14,344.0,0.107,-0.8939
77361,2020-01-16,2020-02-14,345.0,0.1127,-0.8989
77363,2020-01-16,2020-02-14,346.0,0.1186,-0.9028
77365,2020-01-16,2020-02-14,347.0,0.1244,-0.9064
77367,2020-01-16,2020-02-14,347.5,0.1273,-0.9079999999999999
77369,2020-01-16,2020-02-14,348.0,0.1301,-0.9097
77371,2020-01-16,2020-02-14,349.0,0.1358,-0.9126
77373,2020-01-16,2020-02-14,350.0,0.1411,-0.9158
77375,2020-01-16,2020-02-14,351.0,0.1466,-0.9183
77377,2020-01-16,2020-02-14,352.0,0.1525,-0.92
77379,2020-01-16,2020-02-14,352.5,0.1552,-0.9211
77381,2020-01-16,2020-02-14,353.0,0.1579,-0.9222
77383,2020-01-16,2020-02-14,354.0,0.1634,-0.924
77385,2020-01-16,2020-02-14,355.0,0.1687,-0.9259
77387,2020-01-16,2020-02-14,357.5,0.1815,-0.9305
77389,2020-01-16,2020-02-14,360.0,0.1944,-0.934
77391,2020-01-16,2020-02-14,362.5,0.2071,-0.937
84817,2020-01-17,2020-02-14,270.0,0.3074,-0.006
84819,2020-01-17,2020-02-14,275.0,0.2887,-0.0073
84821,2020-01-17,2020-02-14,280.0,0.2734,-0.0099
84823,2020-01-17,2020-02-14,282.5,0.2647,-0.0112
84825,2020-01-17,2020-02-14,285.0,0.2589,-0.0136
84827,2020-01-17,2020-02-14,287.5,0.249,-0.0152
84829,2020-01-17,2020-02-14,290.0,0.2413,-0.0178
84831,2020-01-17,2020-02-14,292.5,0.2329,-0.0207
84833,2020-01-17,2020-02-14,294.0,0.22899999999999998,-0.0232
84835,2020-01-17,2020-02-14,295.0,0.2256,-0.0247
84837,2020-01-17,2020-02-14,296.0,0.222,-0.0262
84839,2020-01-17,2020-02-14,297.0,0.2184,-0.0277
84841,2020-01-17,2020-02-14,297.5,0.2174,-0.028999999999999998
84843,2020-01-17,2020-02-14,298.0,0.2162,-0.0303
84845,2020-01-17,2020-02-14,299.0,0.2122,-0.0319
84847,2020-01-17,2020-02-14,300.0,0.2095,-0.0345
84849,2020-01-17,2020-02-14,301.0,0.2067,-0.0372
84851,2020-01-17,2020-02-14,302.0,0.2023,-0.0391
84853,2020-01-17,2020-02-14,302.5,0.2007,-0.0405
84855,2020-01-17,2020-02-14,303.0,0.2003,-0.0429
84857,2020-01-17,2020-02-14,304.0,0.1969,-0.0459
84859,2020-01-17,2020-02-14,305.0,0.1932,-0.049
84861,2020-01-17,2020-02-14,306.0,0.1904,-0.0531
84863,2020-01-17,2020-02-14,307.0,0.1873,-0.0573
84865,2020-01-17,2020-02-14,307.5,0.1852,-0.059000000000000004
84867,2020-01-17,2020-02-14,308.0,0.184,-0.0617
84869,2020-01-17,2020-02-14,309.0,0.1813,-0.0671
84871,2020-01-17,2020-02-14,310.0,0.1775,-0.0719
84873,2020-01-17,2020-02-14,311.0,0.1743,-0.0778
84875,2020-01-17,2020-02-14,312.0,0.1715,-0.0847
84877,2020-01-17,2020-02-14,312.5,0.1696,-0.0878
84879,2020-01-17,2020-02-14,313.0,0.1683,-0.0917
84881,2020-01-17,2020-02-14,314.0,0.1649,-0.0992
84883,2020-01-17,2020-02-14,315.0,0.1617,-0.1077
84885,2020-01-17,2020-02-14,316.0,0.1583,-0.1168
84887,2020-01-17,2020-02-14,317.0,0.155,-0.1269
84889,2020-01-17,2020-02-14,317.5,0.1532,-0.1321
84891,2020-01-17,2020-02-14,318.0,0.1513,-0.1374
84893,2020-01-17,2020-02-14,319.0,0.1478,-0.1494
84895,2020-01-17,2020-02-14,320.0,0.1443,-0.1625
84897,2020-01-17,2020-02-14,321.0,0.1408,-0.1771
84899,2020-01-17,2020-02-14,322.0,0.1373,-0.1931
84901,2020-01-17,2020-02-14,322.5,0.1356,-0.2018
84903,2020-01-17,2020-02-14,323.0,0.1337,-0.2107
84905,2020-01-17,2020-02-14,324.0,0.1301,-0.2301
84907,2020-01-17,2020-02-14,325.0,0.1265,-0.2516
84909,2020-01-17,2020-02-14,326.0,0.1229,-0.2753
84911,2020-01-17,2020-02-14,327.0,0.1192,-0.3014
84913,2020-01-17,2020-02-14,327.5,0.1173,-0.3154
84915,2020-01-17,2020-02-14,328.0,0.1155,-0.3302
84917,2020-01-17,2020-02-14,329.0,0.1121,-0.3622
84919,2020-01-17,2020-02-14,330.0,0.1087,-0.3972
84921,2020-01-17,2020-02-14,331.0,0.1055,-0.4353
84923,2020-01-17,2020-02-14,332.0,0.1027,-0.4764
84925,2020-01-17,2020-02-14,332.5,0.1012,-0.4979
84927,2020-01-17,2020-02-14,333.0,0.1002,-0.5198
84929,2020-01-17,2020-02-14,334.0,0.0978,-0.565
84931,2020-01-17,2020-02-14,335.0,0.0957,-0.611
84933,2020-01-17,2020-02-14,336.0,0.0946,-0.6556
84935,2020-01-17,2020-02-14,337.0,0.0932,-0.6997
84937,2020-01-17,2020-02-14,337.5,0.09300000000000001,-0.72
84939,2020-01-17,2020-02-14,338.0,0.0929,-0.7395
84941,2020-01-17,2020-02-14,339.0,0.0935,-0.7742
84943,2020-01-17,2020-02-14,340.0,0.0938,-0.8065
